Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3521418059.92345,2813571753.87253,3825701438.99963,4520946818.54581,5224896718.67782,6203256538.70967,6971758282.29351,9747886187.39393,10109297047.5432,12416152732.0567,15856668555.8336,17805098206.3141,19907329777.5872,20146416757.5987,20497128555.6972,19134221644.7325,18116572395.0772,18753456497.8159,18053222687.4126
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,1578102105.26316,1808177156.17716,1861163170.16317,1881412587.41259,1857337995.338,1897050116.55012,2097326250,2080796250,2051236250,2253090000,2028553750,1099559027.77778,652174990.837304,1185315468.46295,1880950864.41311,2392764853.42107,3199640815.4163,2258513974.0968,2545964540.88383,3212121650.97755,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,8896075004.63516,10677324852.8822,12881352893.6855,12044205549.6571,11926926615.8015,12890760315.146,12319834195.331,12776224496.9718,13228147516.1168,11386853113.0189,11861199830.8396,13019726211.7369,15379509891.7196
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,42345829079.2062,44348590460.9288,45207167470.3497,48801369800.3675,53698548293.0745,57937868670.1937,63692007897.3834,66745818375.493,59089396860.4342,55634721572.7343,62048507531.3357,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,446377776.798001,388983266.199886,375914743.581006,327850042.515872,330073080.637098,346742714.675152,481996012.869071,611299924.540506,721425939.15155,795489582.04491,1028989692.06787,1106891361.53948,1209992020.29543,1007090269.86956,1017544068.8408,1178745282.8678,1224024139.21295,1180645571.8643,1211953994.05714,1240295198.78331,1432606188.69324,1548265808.05802,1764279824.29752,2366941808.94404,2900245324.49221,3161084091.11674,3459337986.88383,3957625367.21959,4102319399.02343,3688976340.7549,3449925738.86069,3629133574.27783,3188652765.36184,3193512950.02419,3271685596.66321,2789881258.50362,2896610479.73077,3000162081.11976,3218419896.9641
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,5930503400.96263,5550483035.96497,5550483035.96497,5784341596.36339,6131475065.17815,7554065410.121,7072536108.69711,8084412414.26566,8769836768.83482,10201780976.6696,11229515599.3048,10603784541.197,8307810973.58848,5768720421.61367,4438321017.39068,5538749259.94714,7526446605.51712,7648377412.83277,6506229607.29432,6152923310.44546,9129594970.15301,8936079117.73136,15285592370.374,17812704586.4397,23552057679.4994,36970900883.8109,52381025141.4268,65266415494.2584,88538665084.8634,70307196181.6539,83799474069.7315,111789747670.59,128052915766.343,132339109040.232,135966802586.713,90496420506.5957,52761617225.9253,73690154990.7312,79450688259.3664
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,132440740.740741,149377777.777778,166425925.925926,184848148.148148,212192592.592593,246344444.444444,297537037.037037,346840740.740741,411374074.074074,455148148.148148,478692592.592593,504307407.407407,525103703.703704,565633333.333333,625051851.851852,616014814.814815,679111111.111111,734392592.592593,789762962.962963,835514814.814815,900551851.851852,877514814.814815,897988888.888889,947955555.555555,1026181481.48148,1143714814.81481,1303548148.14815,1487300000,1557540740.74074,1386444444.44444,1298255555.55556,1281337037.03704,1327107407.40741,1325425925.92593,1378829629.62963,1437755555.55556,1489692592.59259,1531151851.85185,1661529629.62963
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,76961923741.0701,78676842366.5529,84307486836.724,103979106777.911,116915052107.031,88150891728.1064,105872372613.857,108810885301.253,126890235049.092,76629728760.123,141352630146.731,189719984268.485,228778917308.17,236741715015.015,257440000000,258031750000,272149750000,292859000000,298948250000,283523000000,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530158122010.442,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557532320662.955,643628393281.364,524819892360.176
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,2256863448.77086,2069870129.87013,1272835453.42634,1201312829.27524,1315158636.67553,1468317435.20148,1596968946.23708,1639492444.76152,1893726437.26462,1845482173.02732,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469511.10191,6384452066.5146,9206301269.79164,11662040713.8753,8647937081.2562,9260285755.62424,10142111824.5835,10619320682.9474,11121464437.0415,11609513246.7958,10553337518.414,10546136235.5219,11527458709.0158,12457940694.7395
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,..,..,..,..,..,..,405586592.178771,487709497.206704,596648044.692737,695530726.256983,764804469.273743,872067039.106145,958659217.877095,1083240223.46369,1245810055.86592,1320670391.06145,1379888268.15642,1531843575.41899,1665363128.49162,1722905027.93296,1873452513.96648,1896456983.24022,1961843575.41899,2044111731.84358,2254830726.25698,2360017318.43575,2469782681.56425,2677641340.78212,2843024581.00559,2553793296.08939,2453597206.70391,2637859217.87709,2615208379.88827,2727849720.67039,2790849720.67039,2962907262.56983,2983635195.53073,3092429050.27933,3276184357.5419
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,149987743732.591,176895390688.494,194041708043.694,177267290706.228,193525337525.765,180643265927.279,182481113598.209,189495764955.003,236161314544.153,299875906679.217,311426665219.971,325975319455.531,325525379566.838,312133923552.558,322806641300.588,368166023166.023,401341880620.728,435642611296.586,399674421759.479,389652212056.649,416167815092.908,379629301675.108,395788696012.059,467739079790.332,614659980082.515,695692898676.56,748417562769.636,855007458585.224,1056112427190.38,928762122698.05,1148838233480.72,1398610616772.97,1547532281116.4,1577123329410.88,1468265356427.76,1351296372254.31,1206836962281.84,1325582658156.54,1427809041019.44
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,81737498404.5948,70755997062.3812,70996111962.5716,71838528420.4075,67719055773.3306,69114996009.577,98648254168.5444,123682091858.946,132817124707.456,132584448257.93,165811372382.912,173113449616.971,194314032056.098,189634029338.696,202738023129.743,240094169510.031,235952581232.129,211724812267.448,217068085815.918,216421809125.916,196181599831.287,196477206829.33,212837224022.813,260779834340.097,299210411454.823,313952317330.776,333905979332.481,386760177589.497,429234399096.173,399290118782.429,389827789217.634,428954737064.057,406750487603.59,426580502769.417,438556021078.034,379546097300.633,393687359770.273,414926138132.691,452582294972.775
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,8884848484.84848,5344000000,444658671.586716,1570392598.14954,1193141110.35043,2417331192.9526,3176507376.31836,3962362387.47922,4446368570.6901,4581248566.50158,5272615722.96892,5707616203.72011,6236087738.28284,7276413079.11451,8680405740.94125,13245421880.834,20981929497.6188,33049419431.2244,48851293785.4483,44292427184.9492,52909294791.9262,65952796427.9473,69679944504.1972,74160560123.6902,75239785452.1022,53076235354.746,37866996882.9157,40866627351.9817,47112470051.7701
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,1335300000,1426500000,1578300000,1732800000,2041100000,2320699900,2472500000,2713999900,2817900000,3062000000,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,6332360000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720400000,10395800000,10974100000,11671900000,11745100000,12236700000,12615800000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,3493834468.02865,3943109531.91489,4145421079.78723,4247030468.08511,4440874566.48936,4152376484.04255,3470746843.08511,3856922694.14894,4209834172.87234,4393093962.76596,4809511005.31915,5248911170.21277,5402232446.80851,5913001063.82979,6330627925.53191,6651180851.06383,6938166755.31915,7219407712.76596,7031309042.55319,7528469148.93617,9062898936.17021,8976196808.51064,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,21730000000,25710904255.3191,22938218085.1064,26805984042.5532,29914680851.0638,31963404255.3191,33823324468.0851,34772526595.7447,32523297872.3404,33884680851.0638,37204813829.7872,39567978723.4043
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,18138049095.6072,20249694002.448,18525399201.5968,17609048821.5488,18920840000,22278423076.9231,21774033333.3333,24298032258.0645,26579005558.3652,28781715188.8919,31598340778.2164,30957483949.5798,31708874594.1645,33166519417.9894,33768660882.793,37939748768.6567,46438484107.5795,48244309133.4895,49984559471.3656,51270569883.5275,53369787318.6245,53991289844.3291,54724081490.5102,60158929188.2556,65108544250.0425,69476001239.419,71795736172.1561,79611644974.5571,91636997370.9772,102475158190.998,115275540051.262,128607482310.357,133310747603.483,149998957434.186,172886611653.786,195146608978.131,265224515675.034,293732446624.596,321362752441.78
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,1012280614.52792,1114204743.20091,1163923830.35847,1236016506.73694,1346890071.09829,1409536120.91682,1547755183.21484,1704370307.76115,1812757917.76463,2006165166.80754,2012131457.26644,2020583702.08323,1957000000,2063342117.03873,2151344901.30761,2216974096.35559,2363645403.47039,2498384129.66738,2817083478.34734,2951822204.54432,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217323400,4675767950,4790410400,4466809600,5191188500,5342183800,5271257500,5361158350,5365976700,5288057750,5330761500,5517340450,5629916200
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,17389558232.9317,18404907975.4601,16939790093.9054,16275073526.9819,14931435232.078,13972683273.5692,14756846153.8462,14130585516.1787,15221352698.8944,12138243080.6258,12736780455.1539,12354820143.8849,14594900944.7658,17825444724.4878,23141566292.9462,30210091836.8294,36961894281.3444,45275711995.825,60752106347.126,50873167326.0414,57231904542.8755,61762382327.9319,65685890438.8922,75527558966.4473,78812805039.0743,56454889146.6088,47723545321.259,54725302249.8088,60031173807.7196
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,126829314388.191,104730018470.23,92095926187.5331,87184239053.2544,83349530159.1734,86268264148.3796,120018787249.413,149394404105.889,162299103675.261,164221056511.057,205331747947.851,210510999409.333,234781652446.675,224721795708.955,244884129491.198,288025588396.278,279201433224.756,252708051420.839,258528339631.029,258245733221.468,236792460312.471,236746141604.37,258383599375.177,318082528506.588,369214712443.206,385714762230.039,408259840868.823,470922156309.453,517328087920.078,485014525992.461,481556503720.001,527196649048.639,498414364944.961,524097026598.55,537987419164.351,461044767544.531,474271566739.729,500908767351.53,542638913427.921
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,257400000,260750000,248550000,262150000,290350000,287300000,311500000,371100000,421450000,491100000,547150000,597100000,696250000,752850000,772300000,819050000,850850000,873400000,929500000,1000250000,1138900000,1172800000,1244650000,1308900000,1400850000,1474950000,1591150000,1707100000,1738900000,1688500000,1745700000,1827050000,1909400000,2032750000,2138250000,2193050000,2240200000,2266300000,2293250000
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,1405251846.54048,1291120188.43104,1267778670.35902,1095348199.43911,1051134008.78979,1045712789.14884,1336102025.27763,1562412227.90058,1620246083.79478,1502294416.17129,1959965330.14765,1986437796.53053,1695315305.70308,2274558082.76135,1598075943.86774,2169627137.9207,2361116449.39308,2268301646.46707,2455092686.34712,3677393998.74486,3519991440.47913,3666222635.13875,4194342686.2178,5349258094.48239,6190270380.49856,6567654954.38903,7034111314.88812,8169048382.83875,9787734526.23965,9738626517.00319,9535345011.48797,10693321370.036,11141358105.9853,12517845127.6775,13284527850.2632,11388160997.1089,11821065852.1271,12701655845.9612,14262408079.7014
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634900000,1679900000,1820359900,1867160100,2030750000,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7225977000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,128669200.916451,139174178.090189,141439317.399271,156704289.913612,160423493.936194,163288815.361294,191218115.488485,242742766.346488,272298066.556045,264798626.174848,287765007.112863,240294286.015925,240233531.160464,225973692.8371,258954708.048533,290490983.815778,303408345.620078,352229076.707627,363458380.903342,399311199.50776,460733418.399276,496110225.710307,559345263.708309,651935430.314445,735348490.428435,860391000.221655,942879878.538879,1255767964.00491,1317517834.59916,1331343797.77308,1708880730.87271,1977728659.25621,1973387228.03924,1943696951.76613,2089079570.67546,2187815803.82922,2357504760.5975,2591358009.79792,2583335721.20625
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,4450360000,5778480000,5600390625,5414008620.68966,6169304528.06122,5377276656.7658,3959383519.82718,4347956337.93221,4597611710.19835,4715973437.43673,4867582597.51312,5343262457.10226,5643868748.68126,5734699488.84934,5981222858.82727,6715161732.22658,7396949126.35685,7925736821.45034,8497494652.12546,8285064434.56826,8397855484.76908,8141516928.39489,7905485146.44351,8082399639.54305,8773451751.5121,9549122905.32852,11451844902.2214,13120108008.3477,16674276285.8956,17339992193.7322,19649723722.1034,23963164696.592,27084497481.9103,30659338885.6729,32996188012.5599,33000198248.1292,33941126200.0606,37508642165.3366,40287647930.4761
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,7753478260.86957,6122959183.67347,4735044707.23969,3630668949.83246,1255802469.1358,1866572953.73665,2786045321.63743,3671909673.04401,4116774300.60671,4686256363.04707,5567772768.81188,5800615466.26648,6728220886.64546,8498894359.38629,10156541538.399,11222796336.5426,12864841905.9543,15778734264.3787,19112796623.1175,17613949091.2294,17176315803.7298,18644233537.1093,17226735995.6905,18179108530.5261,18558733564.4692,16404348871.4437,17116926327.6247,18326373366.1105,20484053868.9246
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,1060889703.75374,1073812830.30052,1014945695.71927,1172230396.58099,1240822167.43571,1114783342.71539,1392602163.53829,1965226890.04557,2644554158.72794,3083822112.02023,3790636324.44775,3942876703.45184,4146464586.61674,4160129174.70569,4259259604.15623,4730599121.92704,4847757217.75815,5020265626.66489,4790481509.17679,5484263346.88105,5788329609.15755,5489608299.66445,5438863982.88692,7511582173.37724,8957467706.5354,9918907108.09702,9919158482.41085,10567270655.5027,10730829116.4105,10118459242.3183,12637273429.1339,15110643612.1729,13907464500.1489,14271738933.2042,15470088500.7414,13530748844.505,15082637184.0496,16105155856.7708,17031943186.1353
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,237393489892.637,258015174748.648,271314113768.417,189656506321.431,188339974086.58,210879844638.877,256480852471.129,283056836893.838,307881930752.268,412990820287.42,464989098144.854,342534090909.091,328191909882.232,368292034380.96,525369467295.737,769333050986.905,850426432991.742,883206179730.462,863710759256.435,599642024319.531,655448231983.527,559983634798.981,509795273806.715,558233745651.874,669289424806.307,891633839853.105,1107626541710.74,1397114486471.38,1695855083552.05,1666996438681.46,2208837745214.23,2616156223977.47,2465227803011.57,2472819535742.73,2456043727198.85,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,10795432293.6119,9367218664.31094,8932198185.72876,7927590750.39502,7632788075.1621,6967623884.42343,4190280002.67381,4918010080.03047,4535130304.71096,4983622880.99938,6039881086.68157,6284497300.38401,6327966444.87488,6203339925.05349,6467782521.31603,7700144056.74744,7663377277.00351,7793034389.75098,5550846024.98159,6309070374.83966,6570999059.70575,6096155747.56182,6333082878.97992,7167725264.75135,8619178799.47025,10547202612.4295,12644616446.1918,13432029495.6785,15926456491.5178,11912904529.0722,13707121031.2552,18524791070.6802,19048443339.9457,18094148099.4922,17097797371.9718,12930296852.4882,11400266055.3232,12128168046.7827,13566908401.1864
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,19839230769.2308,19870000000,19342000000,16563666666.6667,17594944444.4444,17155421052.6316,20249294117.6471,28101000000,22555941176.4706,21988444444.4444,20632090909.0909,10943548387.0968,10350515463.9175,10832064941.654,9697416974.16974,18991484420.36,12294964837.6235,11316127378.9613,15031055046.7575,13627325461.1743,13245990274.4581,14183446025.7389,16403043849.8297,21144957990.4681,26157743368.8716,29868657858.0082,34380536495.6739,44432811756.4731,54480684188.4442,52023801230.12,50760929302.5147,57737040780.0157,54288135058.7926,55852123989.9504,57157782909.9307,50811995688.6771,53964253211.84,59309748166.1179,66289266348.6504
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,1928719888.20688,1775842333.57042,1754450096.23721,1600278605.25465,1459880132.14107,1552493196.28424,2036303357.68113,2369834949.73234,2616040478.99309,2615587733.97303,3101300778.56414,3135045584.08387,3356692505.18266,3199536465.23328,1895290637.09504,2379517975.28056,2586550595.41013,2447669101.95178,2804902367.14687,3389566712.66037,2968370087.59759,3190371080.94768,3622350062.96053,4740768142.67494,5451688537.60959,6146353173.34929,6547419820.38113,7625722836.76847,9451435490.11467,9450696873.34326,10109619740.6994,12080295977.5632,12561015156.5683,13444300485.8412,13943016076.7436,11832159315.6298,12833363045.3367,14106955615.3442,15890066221.2882
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,919726666.666667,969046666.666667,1013222222.22222,1082926304.46477,987143931.166987,1149979285.77347,1201725497.06578,1131466494.01101,1082403219.48787,1113924130.41149,1132101252.51817,1167398478.3459,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770740.207416,808077223.365746,870486065.883137,876794723.068586,825394519.423728,784654423.620476,915257323.3961,1117113079.73645,1273375078.44844,1356199387.42308,1611835857.04588,1781455139.85931,2032135192.01248,2235820809.32006,2333341334.45753,2451606632.29246,2705783329.80483,3104003546.26497,2644487776.50077,2723586962.84034,2667182199.51333
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,142246815.345007,139468209.116206,140630678.983478,138476175.620363,132019038.591628,137728204.813735,190651167.559385,235253064.70982,264308140.285149,267448571.414611,306890962.649533,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979269.843942,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563090490.377368,620507387.466174,813260468.873834,924940011.836897,972241676.907662,1107571457.90614,1649621738.63689,1959620648.31578,1852334575.17521,1824751467.92957,2046817987.20109,1913081210.41411,2028910915.16446,2041930125.42979,1749857620.35329,1849789992.7426,1996741544.61574,2205099509.15987
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,744384129.707563,815153652.415596,865516039.800558,939291262.100055,1021176058.63327,1102669184.43812,1167630317.8411,1036974910.45,1662877859.22297,1353137647.68304,1402541176.5121,2054974089.3643,2491486594.18917,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.65696,3120425502.66241,3517242477.2548,3694168979.32019,4145665969.92864,4501227626.62752,5046693484.31767,5883297159.87352,7066296463.3598,8350531016.65753,10127916459.8983,12174303999.0812,12502901169.7377,13808673288.0696,16032622023.8265,17826536699.8016,19807135252.8649,22041463967.9009,24174170369.0738,26556545153.3573,29355665909.7905,33145892168.8958
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,6674569046.6832,6610938616.6643,6611255963.83584,6870200009.90065,7311938026.36713,8544810497.9889,11857056199.0765,13049659981.1373,12236057362.4917,11012566195.0255,12314482627.8454,11840192296.3893,12071775335.0433,16181814712.5295,8902446252.18372,10864772470.9043,11093538846.4483,10789458432.6416,11298144990.4104,11565826464.8921,10566579294.9831,10953485349.1135,12417251350.4882,15970315034.9903,18826214135.6419,19509852206.9341,20910512974.933,23928250433.0378,27715142032.913,27932970317.129,27507501821.0296,30630910495.217,30155062329.2821,33728621180.3231,36386544706.0806,32210233020.4569,33814337044.3765,36098547033.1655,39955552189.795
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,274776566028.053,307246642755.859,314647807408.608,341866277182.733,356718400123.543,366186012449.652,379006836991.724,433134238310.709,509380027626.554,567211993243.243,596075591360.987,612527712315.615,594387358318.855,579053561739.4,579944346807.264,605961090061.207,630607994132.747,654986999855.554,634000000000,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4200288241.15296,4466278065.11226,4585949023.79609,4281714566.85827,4156841107.36443,4186073104.29242,4291004524.0181,4405796023.18409,4562853611.41445,4708167232.66893,4909322237.28895,5166281305.12522,5530178440.71376
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,797048198.534875,694803622.898966,748312390.756606,658679332.681331,637820670.299604,864849836.286193,1122265013.42004,1200991977.80801,1264899287.51261,1233930280.91724,1440711459.16967,1377374986.58709,1411917553.12436,1278781261.55928,851174356.781737,1115389673.69197,1007791127.09913,937741513.015352,967338389.650578,999477510.686632,916777282.691659,932648604.751954,996068144.884889,1142315522.53864,1272360517.32373,1337894378.73743,1461859762.33459,1699811294.94935,1993407888.49838,2067381665.25454,2142591540.40068,2437982705.12093,2510126512.22831,1691544110.18543,1894813389.40325,1695825714.19282,1825018144.65595,2072349972.6818,2220979146.11241
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,1033002403.85304,876937558.273757,834369859.663018,832415806.010064,919103734.876996,1033069709.3319,1067828245.86207,1163426852.20442,1482597297.98821,1433686312.02914,1738605557.76313,1877137981.75712,1881847669.69794,1463251163.9188,1179837963.22213,1445919894.57661,1607345355.78298,1544689576.92712,1744794531.21401,1534673583.2487,1388506771.58756,1710843377.00119,1997005708.81576,2742815071.5744,4422855660.82592,6649307523.64377,7428701453.91509,8650137743.32547,10393833765.3651,9290728318.98821,10668103554.1192,12172308851.0395,12367362757.1342,12953534866.4286,13940767218.5849,10950392256.9543,10097778098.1707,10000394381.0177,11239167898.3395
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5945677376.61477,6262740656.85164,6439703434.71024,6232906290.4851,6663669064.7482,7332244897.95918,8553643354.08275,8827272727.27273,9676172953.08188,11514605842.3369,..,9100755659.57526,8902070446.19007,9649313947.21684,9455340154.1218,9594160920.26187,10528493035.477,10109968846.9524,9169278192.53124,9170079925.78986,10026153344.8196
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,29036709871.7949,34509878043.5897,19529291464.7274,20362016672.278,19671768024.4581,17717662227.8036,18897110625.5242,22250729666.7937,26042571615.5987,29936735491.4427,33137824762.0173,37846188228.2702,45949608551.8086,49287378599.1612,56998601183.5492,73444831671.0169,78584098982.9097,85741415285.4035,81990010703.843,75578685735.5219,78339750721.7352,71574739561.4329,70264045939.1322,76492579644.0605,99075985773.176,122294145162.835,153843518171.43,172491076033.863,179894594475.98,171777900623.177,217051209240.298,251382573885.594,267024782480.28,277395018837.366,259560978231.552,242450355827.827,249344863933.461,276154259987.103,295857562991.709
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,191149211575,195866382432.54,205089699858.779,230686747153.257,259946510957.143,309488028132.653,300758100107.246,272972974764.574,312353631207.819,347768051311.741,360857912565.966,383373318083.624,426915712715.856,444731282435.515,564321854521.013,734484834573.582,863749314718.538,961601980984.623,1029060747620.65,1094003874937.34,1211331651866.09,1339400897105.11,1470557654799.95,1660280543846.79,1955346768721.39,2285961149879.85,2752118657184.02,3550327802998.4,4594336785737.67,5101691124285.21,6087191746679.49,7551545703440.75,8532185381680.59,9570471111831.68,10475624944355.2,11061572618578.7,11233313730348.7,12310491333980.9,13894907857880.6
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894419443.4881,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49637993948.8402,58394443377.5416,66474101301.1759,81705497616.5703,92495970511.3951,97153389010.9466,106656492293.614,98486358581.1639,86278947636.962,99875074951.0278,98200641203.3892,97945812802.8882,94644969157.0987,117092416666.245,145600529605.803,161792958904.864,206229540926.312,242504150472.931,232468663109.595,286498534094.963,334966134804.887,370691143018.039,382093697077.685,381240864422.407,293492370193.166,282720100286.228,311866875156.879,334198218098.276
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,212218261.585643,196349931.540286,184009013.562815,191621954.855332,184697225.637076,196726096.329131,279197721.807577,337525852.647575,356500032.676316,341476768.326033,429622177.724885,424108769.502231,457388651.500941,452881475.071813,319189184.255639,398461797.009413,396053805.891754,364445600.525492,370106745.930146,382454989.945311,351136579.648632,378512024.077556,425964681.044378,546885222.713065,633706110.795614,653845169.168576,698431793.872776,795673152.867077,915659107.965823,905341172.70583,907978730.887844,1023086273.53336,1015843490.82374,1116224106.83728,1149587661.00693,966029600.862227,1012835493.19325,1077439756.59451,1188797449.38584
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,14394927494.8647,12537821038.2202,13651667371.1676,11006712650.4481,7857729193.20343,7195042616.0071,8095367168.21769,7661625472.57705,8861299976.74158,9021862775.18112,9349764580.41173,9087965281.52726,8206227134.00857,10707792340.0276,5820383305.54668,5643439376.10491,5771454939.62404,6090840548.18784,6217806273.31082,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484465.9388,14451901696.3878,16737071816.38,19788515590.1284,18648372553.0921,21565721044.8462,25839749199.3671,29306235285.2597,32679745048.4427,35909040925.9375,37917706497.1793,37134801555.3322,38019264794.8263,47568210009.8172
